PamKlgMap1I	2024-03-10	N	Series|NA|Idol Throwdown|v. 3.0	
Yq6UH9Boy7I	2024-03-31	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
40	so	matoi	pe	Bob	2
188	so	matoi	pe	Bob	1
320	so	matoi	pe	Bob	2
495	so	matoi	pe	Bob	2
691	so	matoi	pe	Bob	2
908	so	matoi	pe	Bob	1
1056	so	matoi	pe	Bob	2
1176	so	matoi	pe	Bob	2

7Iy6aIk3KBM	2023-10-07	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
28	ko	Luchan	su	Koushun	1
216	ko	Luchan	su	Koushun	1

5QcucdMXnPo	2023-10-07	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
13	ak	tetora	ko	Luchan	2
105	ak	tetora	ko	Luchan	2

tBspMGiUE0k	2023-10-07	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
14	ko	Luchan	pe	Bob	1
175	ko	Luchan	pe	Bob	1

H4ypqBPafw0	2023-10-07	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
18	ak	tetora	su	EmErgy	1
114	ak	tetora	su	EmErgy	2
226	ak	tetora	su	EmErgy	1

4tn0j9quSSY	2023-09-30	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
15	bo	heavy_ixia	su	Koushun	2
207	bo	heavy_ixia	su	Koushun	1
303	bo	heavy_ixia	su	Koushun	1

VMTQJZGsJXY	2023-09-30	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
14	su	Koushun	fu	akira	1
221	su	Koushun	fu	akira	1

3He_nIycAhI	2023-11-19	N	Series|NA|Idol Throwdown|v. 3.0	
464	fu	vikarus	ol	Taihenna	1
598	fu	vikarus	ol	Taihenna	1
972	so	Omergosh	su	Skylight	2
1080	so	Omergosh	su	Skylight	2
1310	pe	YoFavScrub	ak	AaronCube	1
1532	pe	YoFavScrub	co	AaronCube	2
1674	pe	YoFavScrub	co	AaronCube	2
1930	ko	Mastah_CJ	pe	wazim	1
2072	ko	Mastah_CJ	pe	wazim	2
2519	ko	Mastah_CJ	pe	wazim	1
2804	ay	Akuadynasty	fu	Chzchan	1
2937	ay	Akuadynasty	fu	Chzchan	1
3221	ol	Lucy	su	Skylight	1
3372	ol	Lucy	su	Skylight	2
3509	ol	Lucy	su	Skylight	1
3786	ol	AaronCube	so	Primity	2
3893	ol	AaronCube	so	Primity	2
4082	co	Lucy	ko	Mastah_CJ	1
4187	co	Lucy	ko	Mastah_CJ	1
4507	so	Primity	ay	Akuadynasty	2
4640	so	Primity	ay	Akuadynasty	1
4778	so	Primity	ay	Akuadynasty	1
5068	co	AaronCube	fu	Chzchan	2
5216	co	AaronCube	fu	Chzchan	1
5384	co	AaronCube	fu	Chzchan	2
5597	pe	wazim	su	Skylight	1
5753	pe	wazim	su	Skylight	1
5965	ko	Mastah_CJ	fu	Chzchan	1
6095	ko	Mastah_CJ	fu	Chzchan	2
6228	ko	Mastah_CJ	fu	Chzchan	1
6440	ay	Akuadynasty	pe	wazim	1
6600	ay	Akuadynasty	pe	wazim	2
6778	ay	Akuadynasty	pe	wazim	1
7018	so	Primity	ol	Lucy	2
7174	so	Primity	ol	Lucy	1
7296	so	Primity	ol	Lucy	1
7448	so	Primity	co	Lucy	1
7740	ko	Mastah_CJ	ay	Akuadynasty	2
7853	ko	Mastah_CJ	ay	Akuadynasty	1
8062	ko	Mastah_CJ	ay	Akuadynasty	1
8378	fu	Violingolfer	ol	Bloo	1
8544	fu	Violingolfer	ol	Bloo	2
8859	fu	Violingolfer	ol	Bloo	1
9037	fu	Violingolfer	ol	Bloo	1
9320	ko	Mastah_CJ	co	Lucy	1
9467	ko	Mastah_CJ	co	Lucy	2
9631	ko	Mastah_CJ	co	Lucy	2
9889	co	Lucy	ko	Mastah_CJ	2
10134	co	Lucy	ko	Mastah_CJ	1
10536	ol	Lucy	so	Primity	2
10716	ol	Lucy	so	Primity	2
10804	ol	Lucy	so	Primity	1
10941	ol	Lucy	so	Primity	2

cDo5D68KaWc	2023-09-30	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
13	bo	heavy_ixia	ak	LLon_Nu13	1
156	bo	heavy_ixia	ak	LLon_Nu13	1

XAhO8KVVkKs	2023-09-30	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
11	ak	LLon_Nu13	pe	Bob	1
163	ak	LLon_Nu13	pe	Bob	1

dS6uTE24rj0	2023-09-30	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
12	ak	tetora	bo	heavy_ixia	2
175	ak	tetora	bo	heavy_ixia	2

i3vmnM_MLaE	2023-09-16	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
19	ak	tetora	ko	Lear	2
112	ak	tetora	ko	Lear	2

rfLs7abiioI	2023-09-16	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
12	ko	Lear	so	matoi	1
202	ko	Lear	so	matoi	1

CpEs3vmFaoQ	2023-09-16	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
14	ak	tetora	ak	LLon_Nu13	1
172	ak	tetora	ak	LLon_Nu13	1

xDLBr58mneI	2023-09-02	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
13	ko	Luchan	bo	heavy_ixia	1
156	ko	Luchan	bo	heavy_ixia	1

pBU14i6MGvs	2023-09-02	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
12	bo	heavy_ixia	ak	tetora	1
98	bo	heavy_ixia	ak	tetora	2
220	bo	heavy_ixia	ak	tetora	1

hu5zfjo-s-w	2023-11-04	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
15	fu	Bob	so	lamdan5C	1
135	fu	Bob	so	lamdan5C	2
293	fu	Bob	so	lamdan5C	1

xhfT2y_zVR0	2023-11-04	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
14	ak	LLon_Nu13	ol	dolson	1
121	ak	LLon_Nu13	ol	dolson	1

xlMZkZEhK8M	2023-11-04	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
13	fu	Bob	ak	LLon_Nu13	1
141	fu	Bob	ak	LLon_Nu13	1

XbwGv3Ghag0	2023-11-04	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
15	ko	Luchan	ol	MiD	1
101	ko	Luchan	ol	MiD	1

vdQfW7eAFvs	2023-11-04	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
12	fu	Bob	ko	Luchan	2
178	fu	Bob	ko	Luchan	2

vDCYHXGrHpY	2023-11-04	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
14	su	Koushun	bo	heavy_ixia	2
182	su	Koushun	bo	heavy_ixia	2

qTcGwVDfSdk	2023-11-04	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
17	so	lamdan5C	ol	syanderike	2
169	so	lamdan5C	ol	syanderike	1
258	so	lamdan5C	ol	syanderike	2

tlptXvnBUNs	2023-11-04	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
12	ak	LLon_Nu13	ol	syanderike	1
90	ak	LLon_Nu13	ol	syanderike	1

mQttp9_yjcY	2023-11-04	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
14	ol	MiD	bo	heavy_ixia	1
138	ol	MiD	bo	heavy_ixia	2
233	ol	MiD	bo	heavy_ixia	2

iO_6-NxoUwQ	2023-11-04	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
13	ak	LLon_Nu13	bo	heavy_ixia	1
172	ak	LLon_Nu13	bo	heavy_ixia	1

k9fZkcruWUo	2023-11-04	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
12	fu	Bob	ak	LLon_Nu13	2
186	fu	Bob	ak	LLon_Nu13	2

5c90DihOb_s	2023-11-04	N	Series|JP/SEA|Japan Night Showdown|v. 3.0	
13	ko	Luchan	ak	LLon_Nu13	1
169	ko	Luchan	ak	LLon_Nu13	1

jI64bkWvt4E	2023-09-02	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
9	ko	Luchan	pe	Bob	1
161	ko	Luchan	pe	Bob	1

BUyzzyG33B0	2023-08-19	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
16	ak	LLon_Nu13	ak	tetora	2
134	ak	LLon_Nu13	ak	tetora	1
255	ak	LLon_Nu13	ak	tetora	1

dxN-mIzmrC0	2023-08-19	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
14	pe	Bob	so	matoi	2
175	pe	Bob	so	matoi	2

aRJVSyXssoc	2023-08-19	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
14	so	matoi	ak	LLon_Nu13	2
140	so	matoi	ak	LLon_Nu13	1
262	so	matoi	ak	LLon_Nu13	1

fVGCXRU4kps	2023-12-02	N	Series|NA|Idol Throwdown|v. 3.0	
113	ol	Bloo	fu	Keyboard Noah	1
329	ol	Bloo	fu	Keyboard Noah	2
449	ol	Bloo	fu	Keyboard Noah	2
728	ol	J3	co	CrunchyFrog	1
876	ol	J3	co	CrunchyFrog	1
1144	ak	AaronCube	fu	Gigadrill	2
1324	ak	AaronCube	fu	Gigadrill	1
1440	ak	AaronCube	fu	Gigadrill	2
1710	so	Primity	pe	wazim	1
1919	so	Primity	pe	wazim	1
2166	co	Lucy	ay	Akuadynasty	2
2327	co	Lucy	ay	Akuadynasty	1
2444	co	Lucy	ay	Akuadynasty	1
2709	ol	Mikkokoro	fu	Gigadrill	2
2799	ol	Mikkokoro	fu	Gigadrill	1
2896	ol	Mikkokoro	fu	Gigadrill	1
3096	ko	Mastah_CJ	ko	J3	2
3268	ko	Mastah_CJ	ko	J3	2
3549	co	Lucy	ol	Mikkokoro	1
3896	ol	Mikkokoro	co	Lucy	2
4206	ol	J3	so	Primity	2
4397	ol	J3	so	Primity	2
4675	ko	Mastah_CJ	pe	wazim	1
4833	ko	Mastah_CJ	pe	wazim	1
5204	ay	Akuadynasty	pe	Gigadrill	1
5311	ay	Akuadynasty	pe	Gigadrill	1
5647	ko	Mastah_CJ	ak	Mikkokoro	2
5804	ko	Mastah_CJ	ak	Mikkokoro	1
5973	ko	Mastah_CJ	ak	Mikkokoro	2
6243	ol	J3	ay	Akuadynasty	2
6355	ol	J3	ay	Akuadynasty	1
6458	ol	J3	ay	Akuadynasty	1
6714	so	Primity	co	Lucy	2
6882	so	Primity	co	Lucy	2
7112	so	Primity	co	Lucy	1
7306	so	Primity	co	Lucy	2
7683	fu	Chzchan	ko	Airvent	2
7913	fu	Chzchan	ko	Airvent	1
8037	fu	Chzchan	ko	Airvent	2
8225	fu	Chzchan	ko	Airvent	1
8442	fu	Chzchan	ko	Airvent	2
8744	ol	J3	ol	Mikkokoro	1
8893	ol	J3	ak	Mikkokoro	2
9108	ko	J3	ak	Mikkokoro	1
9426	so	Primity	ko	J3	2
9553	so	Primity	ko	J3	1
9679	so	Primity	ko	J3	2
9832	so	Primity	ko	J3	2
10056	co	Lucy	ko	J3	2
10220	co	Lucy	ko	J3	2
10717	ko	J3	co	Lucy	1
10734	ko	J3	co	Lucy	1
10954	ko	J3	co	Lucy	1
11165	ko	J3	co	Lucy	2
11313	ko	J3	co	Lucy	1

0HrrKCsZfK8	2024-01-14	N	Series|NA|Idol Throwdown|v. 3.0	
85	su	Ameraith	fu	judgemantis	1
273	su	Ameraith	fu	judgemantis	1
568	ol	Gdom	so	J3	2
764	ol	Gdom	so	J3	2
1151	ak	AaronCube	co	Lucy	2
1325	ak	AaronCube	co	Lucy	2
1730	ol	Masoma	so	Primity	2
1928	ol	Masoma	so	Primity	2
2286	so	J3	su	Skylight	1
2546	so	J3	su	Skylight	1
2749	ak	Mikkokoro	ko	Mastah_CJ	1
2877	ol	Mikkokoro	ko	Mastah_CJ	1
3000	ol	Mikkokoro	ko	Mastah_CJ	1
3279	co	Lucy	so	Primity	2
3414	co	Lucy	so	Primity	2
3865	ol	Mikkokoro	so	J3	2
4068	ol	Mikkokoro	so	J3	2
4426	su	Ameraith	pe	wazim	2
4897	ay	Ameraith	pe	wazim	2
5170	ol	Mikkokoro	pe	wazim	1
5281	ol	Mikkokoro	pe	wazim	1
5787	so	Primity	so	J3	2
5927	so	Primity	so	J3	1
6104	so	Primity	so	J3	2
6339	so	Primity	so	J3	1
6559	so	Primity	so	J3	2
6928	ol	Mikkokoro	ko	Mastah_CJ	1
7086	ol	Mikkokoro	ko	Mastah_CJ	1
7402	ol	Mikkokoro	so	Primity	1
7495	ol	Mikkokoro	so	Primity	1
7682	ol	Mikkokoro	so	Primity	2
7838	ol	Mikkokoro	so	Primity	2
8022	ak	Mikkokoro	so	Primity	1
8451	ol	Mikkokoro	so	J3	2
8557	ol	Mikkokoro	so	J3	2
8648	ol	Mikkokoro	so	J3	2

zFlIiF7dEsI	2023-08-12	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
23	pe	teto2nd	pe	MiD	2
127	pe	teto2nd	pe	MiD	2

CMINXRl2PZc	2024-02-04	N	Series|NA|Idol Throwdown|v. 3.0	
536	ko	SwampedBrine	so	Primity	2
659	ko	SwampedBrine	so	Primity	2
892	fu	Chzchan	su	Slimjim8345	1
1021	fu	Chzchan	su	Slimjim8345	1
1280	fu	wazim	ko	Mastah_CJ	2
1404	fu	wazim	ko	Mastah_CJ	2
1636	ay	Akuadynasty	su	Skylight	2
1732	ay	Akuadynasty	su	Skylight	1
1823	ay	Akuadynasty	su	Skylight	2
2099	ol	Mikkokoro	fu	Chzchan	1
2287	ol	Mikkokoro	fu	Chzchan	1
2465	so	Primity	ay	Bloo	1
2592	so	Primity	ay	Bloo	1
2884	su	Skylight	ol	Mikkokoro	2
2976	su	Skylight	ol	Mikkokoro	2
3207	so	Primity	ko	Mastah_CJ	2
3320	so	Primity	ko	Mastah_CJ	2
3683	ko	wazim	fu	Violingolfer	1
3805	ko	wazim	fu	Violingolfer	1
4039	so	Primity	ay	Akuadynasty	2
4262	so	Primity	ay	Akuadynasty	1
4429	so	Primity	ay	Akuadynasty	2
4761	pe	wazim	su	Skylight	1
4890	pe	wazim	su	Skylight	1
5220	ol	Mikkokoro	ko	Mastah_CJ	1
5319	ol	Mikkokoro	ko	Mastah_CJ	2
5446	ak	Mikkokoro	ko	Mastah_CJ	2
6122	ol	Mikkokoro	ko	Mastah_CJ	1
6271	ol	Mikkokoro	ko	Mastah_CJ	1
6757	ay	Akuadynasty	pe	wazim	2
6936	ay	Akuadynasty	pe	wazim	1
7064	ay	Akuadynasty	pe	wazim	2
7406	ko	Mastah_CJ	pe	wazim	1
7614	ko	Mastah_CJ	pe	wazim	2
7793	ko	Mastah_CJ	pe	wazim	1
7944	ko	Mastah_CJ	ko	wazim	2
8076	ko	Mastah_CJ	ko	wazim	2
8491	fu	wazim	pe	Mikkokoro	1
8647	fu	wazim	su	Mikkokoro	1
8820	fu	wazim	ol	Mikkokoro	1
8992	fu	wazim	ak	Mikkokoro	2
9134	fu	wazim	ak	Mikkokoro	1
9282	fu	wazim	ak	Mikkokoro	2
9422	fu	wazim	ak	Mikkokoro	1
9560	fu	wazim	ol	Mikkokoro	2

-ICsC45Kq9s	2023-08-12	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
9	pe	Bob	pe	LLon_Nu13	2
147	pe	Bob	pe	LLon_Nu13	2

8gtDZMZiAXo	2023-08-12	N	Series|JP/SEA|Japan Night Showdown|v. 2.0	
19	pe	LLon_Nu13	pe	MiD	1
110	pe	LLon_Nu13	pe	MiD	2
242	pe	LLon_Nu13	pe	MiD	2

KCAifGkUTN4	2023-07-29	N	Series|JP/SEA|Japan Night Showdown|v. 1.3	
15	fu	Bob	co	AOI	1
190	fu	Bob	co	AOI	1

oTmi2nw8S5Y	2023-07-29	N	Series|JP/SEA|Japan Night Showdown|v. 1.3	
18	ak	tetora	co	AOI	2
101	ak	tetora	co	AOI	1
239	ak	tetora	co	AOI	2

d682IE_TEMo	2023-07-29	N	Series|JP/SEA|Japan Night Showdown|v. 1.3	
45	fu	Bob	so	Pistolkarate	1
177	fu	Bob	so	Pistolkarate	2
269	fu	Bob	so	Pistolkarate	1

ep02JvvQbJI	2023-06-24	N	Series|JP/SEA|Japan Night Showdown|v. 1.3	
13	so	matoi	bo	heavy_ixia	1
163	so	matoi	bo	heavy_ixia	1

DztDiG0CImg	2023-06-24	N	Series|JP/SEA|Japan Night Showdown|v. 1.3	
28	so	matoi	ak	tetora	2
203	so	matoi	ak	tetora	1
414	so	matoi	ak	tetora	1

WtHi7DIhMEs	2023-06-10	N	Series|JP/SEA|Japan Night Showdown|v. 1.3	
27	ak	tetora	ko	Luchan	1
166	ak	tetora	ko	Luchan	2
365	ak	tetora	ko	Luchan	2

PqvOO-QKVxw	2023-06-24	N	Series|JP/SEA|Japan Night Showdown|v. 1.3	
17	fu	Bob	ak	tetora	2
130	fu	Bob	ak	tetora	1
274	fu	Bob	ak	tetora	2

WMT-z3qA8c0	2023-07-08	N	Series|JP/SEA|Japan Night Showdown|v. 1.3	
37	so	matoi	ko	Luchan	2
283	so	matoi	ko	Luchan	2

krvgeiGIQQc	2023-07-08	N	Series|JP/SEA|Japan Night Showdown|v. 1.3	
24	so	matoi	bo	heavy_ixia	1
194	so	matoi	bo	heavy_ixia	1

tg0MFxXDKkI	2023-09-24	N	Round Robin|Womble|Series|v. 2.0|EU	
475	ak	Edward Yolag	so	FaceBreaker	2
691	ak	Edward Yolag	so	FaceBreaker	1
908	ak	Edward Yolag	so	FaceBreaker	2
1146	ay	Logec	ko	Exslide	1
1283	ay	Logec	ko	Exslide	1
1544	ay	Logec	ak	Edward Yolag	1
1704	ay	Logec	ak	Edward Yolag	1
2000	ay	Logec	so	FaceBreaker	2
2193	ay	Logec	so	FaceBreaker	1
2304	ay	Logec	so	FaceBreaker	1
2605	ak	Edward Yolag	ko	Exslide	1
2731	ak	Edward Yolag	ko	Exslide	1
3027	bo	Kemo	ay	Logec	2
3147	bo	Kemo	ay	Logec	2
3387	so	FaceBreaker	ko	Exslide	1
3492	so	FaceBreaker	ko	Exslide	2
3594	so	FaceBreaker	ko	Exslide	1

p_L4hqyhyhE	2023-10-08	N	Womble|Series|v. 2.0|EU	
436	pe	Bribrisan	pe	DayDynamic	2
544	pe	Bribrisan	pe	DayDynamic	2
1019	ak	Edward Yolag	su	VermaxenTheMad	1
1223	ak	Edward Yolag	su	VermaxenTheMad	1
1444	ay	Logec	ko	Exslide	2
1565	ay	Logec	ko	Exslide	1
1751	ay	Logec	ko	Exslide	1
2071	co	Lozardo	ak	Edward Yolag	1
2165	co	Lozardo	ak	Edward Yolag	1
2420	su	VermaxenTheMad	bo	Kemo	1
2527	su	VermaxenTheMad	bo	Kemo	1
2782	so	FaceBreaker	pe	DayDynamic	1
2880	so	FaceBreaker	pe	DayDynamic	1
3233	su	VermaxenTheMad	ko	Exslide	2
3382	su	VermaxenTheMad	ko	Exslide	1
3588	su	VermaxenTheMad	ko	Exslide	2
3860	ak	Edward Yolag	so	FaceBreaker	1
3992	ak	Edward Yolag	so	FaceBreaker	1
4321	co	Lozardo	ay	Logec	2
4473	co	Lozardo	ay	Logec	2
4586	co	Lozardo	ay	Logec	2
4804	ak	Edward Yolag	ko	Exslide	2
4916	ak	Edward Yolag	ko	Exslide	2
5171	co	Lozardo	ko	Exslide	2
5366	co	Lozardo	ko	Exslide	1
5475	co	Lozardo	ko	Exslide	2
5656	co	Lozardo	ko	Exslide	2
5942	ay	Logec	ko	Exslide	1
6068	ay	Logec	ko	Exslide	1
6262	ay	Logec	ko	Exslide	1

S1clmYWQTuU	2023-10-15	N	2v2|Cross-Region|EU|NA|Womble|Idol Throwdown|v. 2.0	
625	su	altf4ninja	ko	Kemo	1
926	su	Slimjim8345	so	Omergosh	2
1170	su	altf4ninja	so	Omergosh	1
1638	so	Primity	ko	Exslide	1
1911	ko	wazim	so	FaceBreaker	2
2327	co	AaronCube	ay	Akuadynasty	1
2561	ay	Brewed	ak	Edward Yolag	2
2878	co	Lucy	so	Primity	2
3314	so	FaceBreaker	so	Mikkokoro	1
3717	co	AaronCube	fu	Lozardo	1
3940	ak	Edward Yolag	ay	Logec	2
4173	co	AaronCube	ay	Logec	1
4436	co	Lucy	ay	Akuadynasty	1
4713	ay	Brewed	ak	Mikkokoro	2
4987	fu	Lozardo	ko	Exslide	1
5230	ko	wazim	ay	Logec	2
5587	co	AaronCube	so	Primity	2
5857	so	FaceBreaker	ak	Edward Yolag	2
6078	ak	Edward Yolag	so	Primity	1
6383	co	Lucy	co	Lozardo	1
6652	ay	Logec	ak	Mikkokoro	1
6868	co	Lucy	ay	Logec	2
7215	fu	Lozardo	so	Primity	1
7887	co	Lozardo	co	AaronCube	1
8238	ak	Edward Yolag	ay	Logec	2
8550	co	Lozardo	ak	AaronCube	1

uYo2YLLSri0	2024-03-23	N	Exhibition|JP/SEA|IdolBreakingdown|v. 3.0	
18	su	Koushun	ak	tetora	1
200	su	Koushun	ak	tetora	2
360	su	Koushun	ak	tetora	1
524	su	Koushun	ak	tetora	1
719	su	Koushun	ak	tetora	2
909	su	Koushun	ak	tetora	1
1091	su	Koushun	ak	tetora	1

fFv5I79L7LE	2024-03-23	N	Exhibition|JP/SEA|IdolBreakingdown|v. 3.0	
16	su	Koushun	co	AOI	2
239	su	Koushun	co	AOI	1
412	su	Koushun	co	AOI	2
553	su	Koushun	co	AOI	1
756	su	Koushun	co	AOI	2
981	su	Koushun	co	AOI	1
1191	su	Koushun	co	AOI	1
1379	su	Koushun	co	AOI	2
1513	su	Koushun	co	AOI	1

YLxrMvHGCwA	2024-03-08	N	Exhibition|JP/SEA|IdolBreakingdown|v. 3.0	
16	ay	neddie	ak	tetora	2
135	ay	neddie	ak	tetora	2
264	ay	neddie	ak	tetora	2

3f4x3pzzCj0	2024-03-08	N	Exhibition|JP/SEA|IdolBreakingdown|v. 3.0	
16	ay	neddie	pe	mohikan	1
187	ay	neddie	pe	mohikan	2
358	ay	neddie	pe	mohikan	1
575	ay	neddie	pe	mohikan	2
743	ay	neddie	pe	mohikan	1

Qq44pxMLeuQ	2024-03-08	N	Exhibition|JP/SEA|IdolBreakingdown|v. 3.0	
31	bo	heavy_ixia	ay	neddie	2
170	bo	heavy_ixia	ay	neddie	1
350	bo	heavy_ixia	ay	neddie	1
537	bo	heavy_ixia	ay	neddie	2
671	bo	heavy_ixia	ay	neddie	2
824	bo	heavy_ixia	ay	neddie	2
966	bo	heavy_ixia	ay	neddie	1
1153	bo	heavy_ixia	ay	neddie	2

DId3-F_k_Io	2024-02-03	N	Exhibition|JP/SEA|IdolBreakingdown|v. 3.0	
18	fu	akira	bo	heavy_ixia	2
180	fu	akira	bo	heavy_ixia	1
288	fu	akira	bo	heavy_ixia	2

az6S2j_aLt0	2024-02-03	N	Exhibition|JP/SEA|IdolBreakingdown|v. 3.0	
18	ol	MiD	ak	tetora	2
162	ol	MiD	ak	tetora	1
305	ol	MiD	ak	tetora	1

ruy5Dx-J9Vo	2024-02-03	N	Exhibition|JP/SEA|IdolBreakingdown|v. 3.0	
25	ak	LLon_Nu13	ay	neddie	1
156	ak	LLon_Nu13	ay	neddie	1

fI2nj1zL2ec	2023-12-07	N	Exhibition|JP/SEA|IdolBreakingdown|v. 3.0	
14	ko	Luchan	bo	heavy_ixia	2
136	ko	Luchan	bo	heavy_ixia	1
311	ko	Luchan	bo	heavy_ixia	2
392	ko	Luchan	bo	heavy_ixia	2
502	ko	Luchan	bo	heavy_ixia	1
693	ko	Luchan	bo	heavy_ixia	1
810	ko	Luchan	bo	heavy_ixia	1
962	ko	Luchan	bo	heavy_ixia	2
1073	ko	Luchan	bo	heavy_ixia	1

BfZMgu_VfSc	2023-12-07	N	Exhibition|JP/SEA|IdolBreakingdown|v. 3.0	
20	ak	tetora	pe	Bob	2
114	ak	tetora	pe	Bob	2
207	ak	tetora	pe	Bob	2
363	ak	tetora	pe	Bob	2
474	ak	tetora	pe	Bob	2

yWp7nf2eY94	2023-12-07	N	Exhibition|JP/SEA|IdolBreakingdown|v. 3.0	
12	ak	tetora	ko	Luchan	1
191	ak	tetora	ko	Luchan	1
339	ak	tetora	ko	Luchan	2
452	ak	tetora	ko	Luchan	2
572	ak	tetora	ko	Luchan	1
724	ak	tetora	ko	Luchan	1
905	ak	tetora	ko	Luchan	1

6FWJTRXl5Uk	2023-12-07	N	Exhibition|JP/SEA|IdolBreakingdown|v. 3.0	
17	pe	Bob	bo	heavy_ixia	1
142	pe	Bob	bo	heavy_ixia	1
257	pe	Bob	bo	heavy_ixia	1
368	pe	Bob	bo	heavy_ixia	2
488	pe	Bob	bo	heavy_ixia	1
604	pe	Bob	bo	heavy_ixia	2
785	pe	Bob	bo	heavy_ixia	2
991	pe	Bob	bo	heavy_ixia	1

xYwx49lGIm4	2023-08-04	L	v. 1.3|EVO 2023|Major|NA	
105	su	Lucy	ay	Vegagold	1
199	su	Lucy	ay	Vegagold	1
582	ay	Pistol	ak	Crackin Atkins	2
666	ay	Pistol	ak	Crackin Atkins	2
993	fu	Jackatron	ak	Quada	2
1089	fu	Jackatron	ak	Quada	2
1643	ay	Gamu_	su	Bribrisan	2
1792	ay	Gamu_	su	Bribrisan	1
1900	ay	Gamu_	su	Bribrisan	1
2194	fu	Bocchi on Block	ko	Boom Divorced	2
2293	fu	Bocchi on Block	ko	Boom Divorced	1
2466	fu	Bocchi on Block	ko	Boom Divorced	2
2756	ay	SBZ	bo	Rhekar	1
2866	ay	SBZ	bo	Rhekar	1
3170	ay	SBZ	ko	Nanai	2
3299	ay	SBZ	ko	Nanai	2
3605	su	Rhekar	ay	Makoto Hikawa	1
3752	su	Rhekar	bo	Makoto Hikawa	1
4130	ko	Nanai	ak	Crackin Atkins	1
4263	ko	Nanai	ak	Crackin Atkins	2
4371	ko	Nanai	ak	Crackin Atkins	2
5370	ay	Kaiai	co	MattG2488	1
5446	ay	Kaiai	co	MattG2488	1
5738	ak	Enverse	co	OPMusic	1
5844	ak	Enverse	co	OPMusic	1
6106	co	Sneku	bo	INX	1
6243	co	Sneku	bo	INX	1
6573	ko	Nanai	su	Makoto Hikawa	1
6698	ko	Nanai	su	Makoto Hikawa	1
6998	co	Lucy	ko	Boom Divorced	1
7127	co	Lucy	ko	Boom Divorced	1
7630	su	Purifyws	ay	Kaiai	1
7732	su	Purifyws	ay	Kaiai	2
7885	su	Purifyws	ay	Kaiai	1
8385	ay	MTH	ay	Kubo	2
8562	ay	MTH	ay	Kubo	2
8839	co	Sneku	co	OPMusic	1
8918	co	Sneku	co	OPMusic	1
9213	su	Purifyws	co	HungryKim	1
9371	su	Purifyws	co	HungryKim	1
9603	ak	Enverse	ko	YFDHippo	2
9696	ak	Enverse	ko	YFDHippo	2
10239	su	Purifyws	ay	Kubo	2
10365	ko	Purifyws	ay	Kubo	2
10783	ay	MTH	co	HungryKim	1
10883	ay	MTH	co	HungryKim	1
11379	ay	MTH	ak	Enverse	1
11490	ay	MTH	ak	Enverse	1
11905	ay	Kaiai	ay	Automaton	1
11994	ay	Kaiai	ay	Automaton	1
12336	ko	Boom Divorced	ay	SBZ	1
12460	ko	Boom Divorced	ay	SBZ	1
12755	ko	YFDHippo	ay	Kubo	2
12881	ko	YFDHippo	ay	Kubo	2
13214	su	Lucy	ak	Crackin Atkins	2
13367	co	Lucy	ak	Crackin Atkins	1
13509	co	Lucy	ak	Crackin Atkins	2
13999	ay	MTH	ay	Kaiai	2
14166	ay	MTH	ay	Kaiai	1
14336	ay	MTH	ay	Kaiai	1
14658	co	Lucy	ay	MTH	1
14860	co	Lucy	ay	MTH	2
15047	su	Lucy	ay	MTH	1
15380	ay	Kubo	ak	Crackin Atkins	1
15501	ay	Kubo	ak	Crackin Atkins	1
